text,label
while the admin lggedin The system shall enable the Administrator to view user detail.,F
while the admin lggedin The system shall allow the Administrator to verify user details.,F
The system shall enable the administrator to view the feedback and suggestions.,F
The system shall enable the administrator to give a response to the feedback and suggestions.,F
The system shall enable the administrator to approve the feedback and suggestions be published against the system.,F
The system shall enable the administrator to delete the feedback and suggestions given by the user.,F
while within the defined range of systemThe system shall detect the human body with the help of human body detector sensor,F
"When a human body is detected, the system shall turn on the temperature sensors.",F
The system shall keep the record of body detector sensor that for how many times the sensor detects a human body.,F
The system shall maintain the record of the sensors with respect to timer.,F
The system shall keep the record for analytical purposes to make system more efficient and intelligent.,F
The system shall maintain record for analytical purposes to learn pattern of the routine of human being which shall help in automation of system.,F
The system shall sense the temperature of surroundings with the help of temperature sensor.,F
when the human body detection sensor detects a human body The system shall turn the temperature sensors on,F
The system shall pass the control of the system to relevant electronic appliance.,F
The system shall maintain the data recorded by temperature detection sensor,F
The system shall maintain the record of both human body detector sensor and temperature sensor with the help of timer which records the duration of their usage.,F
"The system shall control the electronic appliances i.e tube light, fan and air conditioner with the help of both sensors.",F
When human body detector senses a human body the system shall turn the tube light on.,F
When human body detector senses a human body and temperature sensor senses temperature of surroundings between 22C to 30C the system shall turn the fan on.,F
When human body detector senses a human body and temperature sensor senses temperature of surroundings above 30C the system shall turn the air conditioner on.,F
When human body detector senses a human body but temperature sensor senses temperature of surroundings below 22C the system shall not turn both fan and air conditioner.,F
The system shall allow the Traffic Police Officer to click on “Don’t have an account” to register his/herself.,F
The system shall allow the Traffic Police Officer to enter his/her name for sign up.,F
The system shall allow the Traffic Police Officer to enter his/her Email.,F
The system shall allow the Traffic Police Officer to enter new password. The password must contain at least six characters.,F
when the Traffic Police Officer entered the password The system shall allow the Traffic Police Officer to re-enter the password for confirmation.,F
when the Traffic Police Officer password is confirmed The system shall allow the Traffic Police Officer to click “Register” button to get registered or Cancel button to cancel the process.,F
The system shall allow the Traffic Police Officer to enter email to Sign In.,F
The system shall allow the Traffic police officer to enter the password.,F
The system shall allow the Traffic Police Office to tick the check box in order to remember the login details i.e. email and password.,F
The system shall allow the Traffic Police Officer to click “Login” button to get logged in or go back to cancel the process.,F
when the Traffic Police Officer forgot his/her password The system shall allow the Traffic Police Officer to reset the password by clicking on Forgot Password option.,F
when the Traffic Police Officer his/her password The system shall allow the Traffic Police Officer to enter the email address so that the system will send a code on the provided email address.,F
when the Traffic Police officer received the e mail The system shall allow the Traffic Police officer to enter the code which is emailed him/her to reset the password.,F
"The system shall allow the Traffic Police officer to enter new password, the password shall contain at least six characters.",F
The system shall allow the Traffic Police Officer to re-enter the password for confirmation.,F
The system shall allow the Traffic Police Officer to click OK button to complete the process or Cancel button to cancel the process.,F
The system shall allow the Traffic Police Officer to change the password by clicking on Account option in the drop down menu.,F
The system shall allow the Traffic Police Officer to enter his/her name.,F
The system shall allow the Traffic Police Officer to enter the email address.,F
The system shall allow the Traffic Police officer to click on “Change Password” button in order to change password.,F
The system shall allow the Traffic Police Officer to enter the reset code.,F
The system shall allow the Traffic Police Officer to enter new password again to confirm the password.,F
The system shall allow the Traffic Police Officer to click SAVE button to save the new password or Cancel button to cancel the process.,F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to enter the vehicle’s number in the respective field.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic police officer to edit the vehicle’s number.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic police officer to click on the “info” button to get the details.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to capture the picture of vehicle’s number plate by clicking on the camera icon.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to use flash for capturing the picture if needed.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic police officer to upload the captured picture of the vehicle’s number plate.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic police officer to retake the picture of the vehicle’s number plate.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic police officer to cancel the process by clicking on Cancel button.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to click on the “info” button to get details.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic police officer to again capture the picture of vehicle’s number plate.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to click “Retake” button to again capture the picture of vehicle’s number plate or “No” button to cancel.",F
"while the Traffic Police Officer loggedin,The system shall allow the traffic police officer to click on “info” button to get details of vehicle and its owner.",F
"while the Traffic Police Officer loggedin,The system shall enable the Traffic Police Officer to get Vehicle details such as: Registration number, Chassis Number, Engine Number, Make Number, Registration Date, Model, Vehicle Price, Colour, and Token Tax Paid Up to.",F
"while the Traffic Police Officer loggedin,The system shall enable the Traffic Police Officer to get the Owner details such as: Owner Name, Father Name and Owner City.",F
"while the Traffic Police Officer loggedin,The system shall enable the Traffic Police Officer to view Vehicle details such as: Registration number, Chassis Number, Engine Number, Make Number, Registration Date, Model, Vehicle Price, Color, and Token Tax Paid Upto.",F
"while the Traffic Police Officer loggedin,The system shall enable the Traffic Police Officer to view the Owner details such as: Owner Name, Father Name and Owner City.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to click National Identity Card field to do further processing.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to enter CNIC number of the person who is driving the vehicle.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to click “Generate QR code” button in order to save it into database in the form of QR Code or go back to cancel the process.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to capture CNIC picture of the person who is driving the vehicle. System will extract the CNIC number from the picture.",F
"while the Traffic Police Officer loggedin,The system shall allow the traffic police officer to generate QR Code. This QR Code will store the information of vehicle and its owner along with the CNIC number.",F
"while the Traffic Police Officer loggedin,The system shall allow the traffic police officer to save the generated QR Code",F
"while the Traffic Police Officer loggedin,The system shall allow the traffic police officer to click on Cancel button to go back.",F
"while the Traffic Police Officer loggedin,The system shall show a message to Traffic Police Officer that the details are successfully updated and stored.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to go back to change the details or “Generate QR Code” for further processing.",F
"while the Traffic Police Officer loggedin,The system shall store the vehicle and its owner details, CNIC number of the person who is driving vehicle and generated QR Code in the database.",F
"while the Traffic Police Officer loggedin,The system shall allow the traffic police officer to scan the already generated QR Code. This QR Code will store the information of vehicle and its owner along with the CNIC number.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to Exit from the System.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to click Yes button to exit or No button to stay into the system.",F
"while the Traffic Police Officer loggedin,The system shall allow the Traffic Police Officer to Logout of the System by clicking on Logout option.",F
The system shall allow the traffic police officer to access the website for printing purposes.,F
The system shall allow the traffic police officer to print the already generated QR Code through the website. This QR Code will store the information of vehicle and its owner along with the CNIC number.,F
The system shall allow the Traffic Police Officer to view table of the data entries containing vehicle and its owner details.,F
The system shall allow the Traffic Police Officer to view graphs of comparison among different data on website.,F
The system shall enable the Seller/Buyer to enter account information on System.,F
"The system shall verify the seller/Buyer account information particularly Email-Id, Password and bank account number.",F
The system shall enable the Seller/Buyer to update his account information.,F
The system shall verify the seller/buyer login id and password.,F
The system shall allow buyer/seller to have forgot password option.,F
when the buyer/seller forgot their password The system shall allow buyer/seller to enter his email id to get new password.,F
while the buyer/seller loggedin The system shall allow buyer/seller to access the application,F
"while the seller loggedin,The system shall allow the Seller to upload the Tender.",F
"while the seller loggedin,The system shall allow seller to remove his tender before the bidding process starts.",F
"while the admin loggedin,The system shall allow the admin to block Buyer placing fake bids.",F
"while the admin logggedin,The system shall allow the admin to block the Seller for uploading fake tenders.",F
"while the buyer loggedin,The system shall facilitate the Buyer to perform bidding.",F
"while the buyer loggedin,The system shall allow the Buyer to drop from bidding.",F
The system shall enable the Admin to view all live bidding.,F
The system shall allow the communication between seller and buyer after winning.,F
The system shall allow the Admin to assign the tender to buyer after authorization from the seller.,F
The system shall display the remaining time for bids.,F
The system shall automatically close bidding on time.,F
"while the seller loggedin,The system shall allow the seller to close bid.",F
"while the Admin/Buyer loggedin,The system shall enable the Admin/Buyer to view all uploaded Tenders.",F
"while the admin loggedin,The system shall allow the Seller to view all his uploaded tenders.",F
"while the admin logggedin,The system shall enable the admin to view records of all assigned tender.",F
"while the buyer loggedin,The system shall allow the Buyer to view Owned tender.",F
"while the buyer loggedin,The system shall allow the buyer to search for tender by tender name/category.",F
"while the buyer loggedin,The system shall allow the buyer to search for tender by tender amount.",F
"while the buyer loggedin,The system shall allow the buyer to search for tender of a particular time period.",F
"while the buyer loggedin,The system shall allow the buyer to participate in bidding.",F
"while the buyer loggedin,The system shall allow the buyer to send request for bidding.",F
"while the buyer loggedin,The system shall allow the admin to approve the bid request from buyer.",F
"while the buyer loggedin,The system shall allow the buyer to increase the amount of bid.",F
The system shall ask analyst to enter his/her username and verify whether any such type of user exits in the agent’s community.,F
When the user input valid username the the system shall ask for password,F
"if the user input invalid username, then the system shall generate an error message.",F
"When the user will enter a valid password, then the system shall grant access to system.",F
"When the user will enter an invalid password, then the system shall display an error message and ask user to re-enter the password.",F
"When the user will enter an invalid password 3 times consecutively, then the system shall not give access for the next 30 minutes.",F
The agent application system shall continuously keep track the user activity.,F
"If the user will appear to be in-active or not responding to the system for a long moment of time,then the system shall automatically get log out.",F
The system shall keep a draft activity of the activity that the user is performing before getting log out.,F
The system shall allow user get start with the activity from the same point after getting authentication.,F
The system application shall provide an interface to the user to interact with the agent.,F
The system interface shall capable of sensing user input and convert the user generated requests in an appropriate form e.g. in some memory object.,F
The system interface shall then send this request to language and understanding codelet.,F
The system application interface shall also use to display system responses and analysis results to the user.,F
The system agent application shall ground meanings from user generated requests.,F
"The system shall first find action verbs or words referring to an analysis (e.g. Acetylation, methylation, glycosylation etc.) and then find the most suitable relation between the extracted words and available system functionalities.",F
The system shall provide this information (the relation between user generated request and the available system functionality) to the perceptual codelet.,F
The system agent application shall define a template containing a set of actions to carry out user generated request.,F
The system shall use the relations grounded by language and understanding codelet with the functions available with the agent to define the template.,F
The system will use template design pattern to generate the task template and provide this template to vision codelet.,F
The agent application system shall execute tasks defined in the template generated perceptual codelet.,F
The system’s vision codelet shall make sure that task defined in the template shall execute accordingly.,F
The system’s vision codelet shall transfer control to the components depending upon the task nature.,F
The system’s vision codelet shall make the transfer of control in a managed and ordered form.,F
"While performing an analysis, the system agent application shall gather related protein data (e.g. Protein ID, Sequence, Blast information etc.) from its main database i.e. Neo4j.",F
The system shall make connection with the main database and then query records.,F
"If the agent get failed in connecting to the database server,then the system shall display a database connectivity failure error.",F
The system shall also guide the analyst that how to fix the problem or what might be the root cause of the problem.,F
"When the problem is fixed, the system shall check the parameters that are required to connect to the server once again, and respond accordingly.",F
"When the system is successfully connected to the server, the system shall gather respective data, convert it into required format and proceed to the analysis.",F
"The system agent application shall sometimes have to collect protein information (e.g. Protein ID, Sequence, Blast information etc.) from online available protein databases i.e. ProteinDB, UniProt etc.",F
The system shall first find the required information regarding the analysis that the analyst is performing in its main database.,F
"If the system has not found any required information, then the system shall query the online available databases.",F
The system shall make connectivity with internet and execute respective lines of code which will generate a request to the online database server to send described data.,F
The system shall receive the information in a precise data structure format which is explicitly defined in the agent.,F
"When the information gathered is not in an appropriate form, the system shall convert it in its appropriate format.",F
"If the agent did not found any information from online available databases, then the system shall display respective message and ask user to take alternative actions.",F
"where proteins, microbiomes, protein-protein interactions, post-translational modifications are available The system agent application shall store all information regarding these in Neo4j graph database which will be considered as the main data source for the agent.",F
"If the agent found no information regarding proteins, microbiomes, protein-protein interactions, post-translational modifications etc. in the main database, then the system shall gather this information from online available databases i.e. ProteinDB, UniProt etc.",F
"When the system have the data in its complete and appropriate format, then the system shall ask user (i.e. analyst in this case) an admin permission.",F
"When the analyst will allow to store the record in the main database, then the system shall add this record and display a successful message.",F
The system agent application shall also mine rules from its knowledge base depending upon the analysis.,F
The system shall query its knowledge base to find the rules that were mined against the current analysis type using the same or somehow different parameters.,F
The system shall display the rules mined from its knowledge base or after performing the current analysis depending upon the user.,F
The system agent application shall read XML files containing analysis related information to run preference estimation or other algorithms.,F
"If the system will be provided with a file in any other format (most of the cases FASTA files), then the system shall allow user to convert the file in required format.",F
The system shall ask user to input a file which he/she wants to convert in XML format.,F
The system shall then check whether the conversion mechanism is available with the agent or not.,F
"When conversion methods are available, the system shall convert the file in XML format and automatically attach the file to analysis activity.",F
"If the conversion methods are not available, then the system shall display a no mechanism available message.",F
The system agent application shall ask user to select the analysis type.,F
"When the user selected an analysis type, the system shall ask user about preferred site and minimum support level.",F
"When the user feed the information about the analysis properly, the system shall ask user to run the analysis.",F
"When the user allowed system to run estimation,the system shall apply respective algorithms on the attached file and generate results.",F
The system shall save the estimation results.,F
The system agent application shall also allow user to run MAPRes algorithms on the attached file.,F
The system shall ask user to first run preference estimation process on the attached file.,F
"When the preference estimation process has done, the system shall ask user to save the preference estimations of the attached file and then run association rule mining process.",F
"The system shall ask user to select for which preferred site to run the analysis i.e. positive preferred sites, negative preferred sites or both.",F
The system shall then ask user to input minimum support level and run the estimation.,F
"When the user allowed system to run estimation, the system shall apply respective algorithms on the attached file and generate results.",F
The system shall allow user to save the estimation results.,F
The system agent application shall also allow analyst to define his/her own encoding scheme.,F
The system shall first ask user to input data file on which the analyst wants to perform analysis.,F
The system shall then allow user to define the encoding scheme by inputting the item found in the data file and corresponding code.,F
"When the user define an encoding scheme, the system shall ask user to save the encoding scheme.",F
The system shall save encoding scheme against the files of the project.,F
"When and wherever the user wants,the system shall allow user to apply encoding scheme.",F
The system agent application shall allow user to save results of the analysis in an XML file by default.,F
The system shall also allow user to save the results in other formats.,F
The system shall ask user the format in which he/she wants to save the file by selecting a format from the list of available formats.,F
The system shall ask user where to save the results and then save the file at the prescribed location against the name of the project.,F
The system agent application shall store rules mined during the analysis in its knowledge base.,F
"The system’s knowledge base shall store rules mined against an analysis against different general parameters e.g. protein sequence, modified residues, amino acid’s position in sequence.",F
The system shall use these rules for analysis in future where there are same type of analysis having somehow different parameters,F
The system agent application shall allow user to view results of any previously performed analysis.,F
The system shall ask user to open a project that has been previously saved by inputting the location of the project.,F
"When the project has loaded, the system shall display the results of the analysis performed in a tabular format.",F
The system agent application shall also allow user to run Clarion algorithms on the attached file or sequence.,F
The system shall ask user to first run estimation process on the attached file or sequence,F
"When the estimation process has done, the system shall ask user to save the preference estimations of the attached file and then run association rule mining process.",F
"where the positive preferred sites, negative preferred sites or both are available The system shall ask user to select for which preferred site to run the analysis",F
The system agent application shall allow user to view results of any previously or currently performed analysis.,F
The system shall asks user to open a project that has been previously saved by inputting the location of the project.,F
"When the project has loaded, he system shall display the results of the analysis performed in a tabular format.",F
The system shall allow users to login.,F
The system shall allow users to recover password from using e-mail address.,F
"while the user loggedin,The system shall enble a user to view User Profile",F
"while the user loggedin,The system shall enble a user to update Profile information.",F
"while the user loggedin,The system shall enble a user to upload Avatar.",F
"while the user loggedin,The system shall enble a user to create Blogs.",F
"while the user loggedin,The system shall enble a user to make posts in blogs.",F
"while the user loggedin,The system shall enble a user to communicate with all types of users through forums.",F
"while the user loggedin,The system shall enble a user to set visibility of blogs.",F
"while the user loggedin,The system shall enble a user to comment on posts.",F
"while the user loggedin,The system shall enble a user to like posts.",F
"while the user loggedin,The system shall enble a user to subscribe to blogs.",F
"while the user loggedin,The system shall send notifications to users on post comments, likes, messages and miscellaneous",F
"while the user loggedin,The system shall enble a user to log insulin, blood pressure, carbohydrates readings",F
"while the user loggedin,The system shall enble a user to log custom category readings",F
"while the user loggedin,The system shall enble a user to convert readings from one unit to another using unit convertors",F
"while the user loggedin,The system shall enble a user to calculate readings using diabetes calculators",F
"while the user loggedin,The system shall enble a user to view daily, monthly, yearly and custom period reports of logged data",F
"while the user loggedin,The system shall enble a user to view daily, monthly, yearly and custom period infographics of logged data",F
"while the user loggedin,The system shall enble a user to share logged data via social media and e-mail (Diabetic)",F
"while the user loggedin,The system shall enble a user to share logged data with Consultants within the platform (Diabetic)",F
"while the user loggedin,The system shall enble a user to view data of patients (Consultant)",F
"while the admin loggedin,The system shall enble admin to create, delete, suspend user and admin accounts",F
"while the admin loggedin,The system shall enble admin to assign roles and permissions to users",F
"while the admin loggedin,The system shall enble admin to post articles and link them to the main navigation bar.",F
The system shall display the login screen to the user.,F
The system shall enable the user to one time login to system by third-party Google Login.,F
The system shall verify the user login credentials with the access of Google.,F
"while the user loggedin,The system shall move forward to the main menu",F
"while the user loggedin,The system shall display the menu screen including modules to the user.",F
"while the user loggedin,The system shall allow the user to select the desired module.",F
The system shall speak the given descriptive information against the selected module.,F
The system shall move forward with the selected module.,F
"while the user loggedin,The system shall facilitate the users to identify the objects placed around them.",F
The system shall identify the object in smartphone’s camera.,F
The system shall empower the camera to give it a chance to distinguish and focus the object.,F
The system shall recognize the focused object and returns recognized object’s information.,F
The system shall facilitate the users to identify the color of objects placed around them.,F
The system shall identify the color of object in smartphone’s camera.,F
The system shall empower the camera to distinguish and identify the number of colors on object.,F
The system shall recognize the detected number of colors and returns recognized colors’ information.,F
"The system shall facilitate the users to read the text written on the handout, book or document.",F
The system shall identify the text in smartphone’s camera.,F
The system shall recognize the detected number of text blocks and returns recognized text.,F
The system shall facilitate the users to identify the currency amount of banknote.,F
The system shall identify and verify the banknote in smartphone’s camera.,F
The system shall recognize the currency amount of banknote and returns the information of banknote.,F
The system shall facilitate the users to identify their distance from object.,F
The system shall identify and verify the object in smartphone’s camera.,F
The system shall measure the distance between smartphone’s camera and object and returns information of distance.,F
The system shall produce voice against assembled words and sentences of returned information.,F
The system shall generate voice in human’s voice.,F
The system shall permit the user to add following information to create an account. First Name. Last Name. Phone Number Email Address. Password.,F
The system shall validate the user's input during sign up process.,F
The system shall provide three types of account registration pages according to the category:- Admin Buyer Seller,F
when user account is created The system shall permit the user to update the account.,F
"while the admin loggedin,The system shall permit the admin to approve the seller and the buyer.",F
"while the admin loggedin,The system shall permit the admin to inactivate the accounts of both buyer-seller in case of an issue.",F
The system shall permit the admin or customer to log in to the system by imparting username and password.,F
The system shall permit the user to have forgotten password alternative.,F
The system shall permit the consumer to go into his email-id to get better the password.,F
The system shall send the password to consumer’s e mail deal with.,F
"while the admin loggedin,The system shall permit admin or customer to get right of entry to the system after successful login.",F
"while the user loggedin,The system shall allow users to control person profile.",F
"while the admin loggedin,The system shall permit the admin to add product category.",F
"while the admin loggedin,The system shall permit the admin to update product category.",F
"while the admin loggedin,The system shall permit the admin to inactivate product category.",F
"while the admin loggedin,The Pure Organo shall display detailed product categorization to the admin.",F
"while the seller loggedin,The system shall permit the seller to add products he wants to sell.",F
"while the seller loggedin,The system shall permit the seller to update products details.",F
"while the admin loggedin,The system shall permit the admin and seller to inactivate any product.",F
"while the admin and seller loggedin,The system shall display detailed information of the selected products to both the admin and seller.",F
The system shall show all the matching products based totally on the seek,F
"while the user loggedin,The system shall permit the user to navigate between the hunt effects.",F
when matching product is not discovered at seek The system shall notify the user,F
"while the consumer loggedin,The system shall show both the in-process and completed order list within the consumer profile.",F
"while the consumer loggedin,The system shall permit the consumer to choose the order from the order history.",F
The system shall show the unique records about the selected order.,F
The system shall provide FAQ’s for customer support.,F
The system shall provide online help feature for customer support.,F
"while the buyer/seller loggedin,The system shall allow the buyer/seller to enter personal details and product query for the support.",F
"while the admin/seller loggedin,The system shall permit the admin/seller to view different queries.",F
"while the admin/seller loggedin,The system shall permit admin/seller to give reply to the query.",F
"while the buyer loggedin,The system shall permit the buyer to add products to shopping cart during an online purchase.",F
"while the user loggedin,The system shall permit the user to add/remove products from the shopping cart.",F
"while the user loggedin,The system shall permit the user to update quantity of the products in the shopping cart.",F
The system shall display different shipping packages.,F
"while the buyer loggedin,The system shall permit the buyer to select the shipping package during the order process.",F
"while the buyer loggedin,The system shall permit the buyer to change the shipping package during the order process.",F
"while the buyer loggedin,The system shall permit the buyer to add shipping address details.",F
"while the buyer loggedin,The system shall permit the buyer to change shipping address.",F
when the order is successfully completed The system shall send an order confirmation email,F
The system shall display the current status of the order.,F
The system shall display all the available payment methods for the customer payment processing.,F
"while the user loggedin,The system shall permit the user to select any payment method for his order and complete the payment process.",F
The system shall permit the user to cancel the order.,F
The system shall confirm that the user agrees upon the terms and conditions of the cancellation of the order.,F
The system shall notify the user about any changes made to the order via email.,F
when order is cancelled The system shall permit the admin to return payment,F
The system shall display the feedback and ratings of each product when the buyer selects a product.,F
The system shall permit the buyer to enter their feedback and ratings for only those products that he has purchased.,F
The system shall permit the buyer/ admin to delete his feedback.,F
The system shall permit the customer to get the most recent details of the products being purchased.,F
The system shall display registration interface to the user.,F
The system shall permit the user to enter required data in the text field.,F
The system shall permit the user to login the system.,F
The system shall display registration interface to the admin.,F
The system shall permit the admin to register company.,F
The system shall show login interface to the user,F
The system shall permit the user to enter email and password.,F
The system shall checks whether the details exists in database.,F
The system shall permits the user to login.,F
"while the user loggedin,The system shall permit the user to logout from the system.",F
"while the user loggedin,The system shall show the events to the user.",F
"while the user loggedin,The system shall permits the logged-in client to make a reservation of an event by clicking on that event.",F
"while the companies loggedin,The system shall show events for bidding to successfully logged-in companies.",F
"while the companies loggedin,The system shall permits the logged in companies to bid on an event created by user by clicking on that event.",F
"while the user loggedin,The system shall show events to the user.",F
"while the user loggedin,The system shall permit the user to click on an event and view details.",F
while the loggedin companies click on register event button The system shall show a registration form,F
while the companies loggedin The system shall allow the logged in company to register an event.,F
"while the admin loggedin,The system shall display all the registered users to admin",F
when admin clicked on remove button The system shall show admin a confirmation message.,F
"while the admin loggedin,The system shall permits admin to remove the user after confirmation.",F
"while the admin loggedin,The system shall display all the registered companies to the admin.",F
when admin clicked on remove button The system shall show the confirmation message to the admin,F
"while the admin loggedin,The system shall permit the admin to remove the user after confirmation.",F
The system shall ask to enter new password after user selects the button preserved for the purpose of changing password.,F
when passord changing request is confirmed The system shall change password,F
The system shall show the search bar to the user.,F
The system shall permit the user to enter the required data to enter in the search bar.,F
The system shall search database for the data entered by the user.,F
"while the user loggedin,The system shall permit the user to delete the events uploaded for bidding.",F
"while the user loggedin,The system shall delete the event after confirmation.",F
"while the user loggedin,The system shall display all the reserved events to the user.",F
"while the user loggedin,The system shall permit the user to delete unnecessary reservations.",F
when there is unnecessary reservation The system shall delete the reservation,F
while admin and company loggedin The system shall show events to admin and company.,F
while the admin and company The system shall allow admin and company to delete event.,F
when company confirmed delete event The system shall delete the event,F
while admin and companyThe system shall permit the company to select an event to be edited.,F
The system shall show the edit form to the company.,F
The system shall permit the company to edit the tour after the edit form is submitted.,F
The system shall permit admin to login.,F
"while the admin loggedin,The system shall permit admin to view all registered members",F
The system shall display all registered members.,F
"while the admin loggedin,The system shall permit admin to view all registered Companies.",F
The system shall display all registered companies.,F
The system shall permit companies to select view tours in there dashboard.,F
The system shall display all registered tour of that company.,F
The system shall enable the user to add books to bookshelf,F
The system shall enable the user to sync with ICloud,F
The system shall enable the user to enter any URL and pick specified PDF file from the URL and convert it into audio,F
"where Google drive,ICloud,Dropbox,Evernote, pocket are available The system shall enable the user to sync from any of these accounts",F
"while the user loggedin,The system shall enable the user to view text related books stored in the above mentioned accounts.",F
when the book is loaded in the applicationThe system shall notify the user,F
The system shall also be able to perform searching and display all the result regarding user’s search keyword in the account synced with the application.,F
"while the user loggedin,The system shall enable the user to view bookshelf and search for any book",F
"while the user loggedin,The system shall enable the user to type any keyword and find the book on the basis of that keyword",F
"while the user loggedin,The system shall enable user to delete any book from the application",F
The system shall confirm the user and update the bookshelf after deleting the book,F
"while the user loggedin,The system shall enable the user to view the statistics of how much time he has spent on reading books on weekly basis.",F
The system shall represent the reports generated in the form of a graph.,F
"while the user loggedin,The system shall enable a user to see number of books read, hours, minutes spent on reading books and number of books present in the bookshelf.",F
"while the user loggedin,The system shall enable a user to see the services and features the app allows in dashboard",F
"while the user loggedin,The system shall enable a user to upload, search, and delete a file from cloud. or log out from the application.",F
"while the user loggedin,The system shall enable a user to delete a file from the cloud.",F
"while the user loggedin,The system shall enable a user to delete the file directly when it is searched.",F
The system shall manage the storage of the clouds to store maximum data.,F
"while the user loggedin,The system shall make reports in the form of graphs to provide the statistics to the user to understand and use it efficiently.",F
"while the user loggedin,The system shall enable a user to upload files directly to the drive.",F
"while the user loggedin,The system shall enable a user to upload files to multiple drives according to the criticality of the file.",F
"while the user loggedin,The system shall enable a user to search files from the database.",F
when file is accessed using search bar The system shall enable a user to open the file directory,F
The system shall enable a user to login into an account.,F
The system shall enable a user to create an account if there does not exist a previous account.,F
when user forgot their password The system shall enable a user to get password via email,F
The system shall enable a user to connect social apps to social hub (Link is established by signing in from that social app into Social Hub).,F
The system shall enable a user to disconnect social apps from social hub.,F
The system shall enable a user to allow his/her social app accounts to be shown/hidden on social hub when searched by other people.,F
The system shall enable a user to search people who were or are near his/her location,F
The system shall enable a user to filter search result based on gender or vicinity radius of user location.,F
The system shall enable a user to further see their specific social app’s public profile.,F
The system shall enable a user to search the social hub accounts of people by typing their name in the search bar.,F
The system shall enable a user to start conversation with people searched on The Social hub.,F
The system shall enable a user to send/receive messages.,F
The system shall enable a user to delete messages.,F
"The system shall allow normal user, service provider and admin to login to their account by entering their user name and password.",F
The system shall check user name and password. If user name and password is correct then display homepage.,F
"When user name and password are incorrect, The system shall display the login page again to the normal user, service provider and admin.",F
"When normal user, service provider or admin forget their password, the system shall allow them to visit forget password link.",F
"When normal user, service provider or admin click on forget password link, thesystem shall allow them to enter email id.",F
"when normal user, service provider and admin clicked The system shall sent a link message to their email id and get a new password of system.",F
The system shall provide the facility of login with Facebook to normal user and service provider.,F
The system shall provide an interface named “sign up” where service provider and normal user can register to system.,F
"The system shall require the normal user and service provider to enter their user name, valid email id and password.",F
The system shall sent a confirmation email to the valid email id of service provider and normal user.,F
when they clicked on verify in confirmation email The system shall confirm the registration of normal user and service provider,F
The system shall provide an interface “My account” to normal user and service provider to see their account related services.,F
"while normal user and service provide loggedin,The system shall allow normal user and service provider to edit their account settings.",F
"while normal user and service provide loggedin,The system shall allow normal user and service provider to change their username, password and email.",F
"while normal user and service provide loggedin,The system shall allow normal user and service provider to deactivate their account permanently.",F
"while normal user and service provide loggedin,The system shall allow normal user and service provider to logout to their account.",F
where the marriage and party are available The system shall provide multiple events to normal user,F
"while the normal user loggedin,The system shall enable normal user to select an event.",F
"while the normal user loggedin, The system shall enable normal user to choose category available in event and see posts of those category e.g. by clicking on clothes, relevant posts related to clothes will open",F
"while the normal user loggedin, The system shall provide an interface of search bar to normal user to search ads.",F
The system shall enable normal user to choose search option e.g. search product or search service.,F
The system shall display relevant posts searched by normal user in search bar.,F
"while the normal user loggedin, The system shall enable normal user to view ads.",F
"while the normal user loggedin, The system shall enable normal user to view details of ad and contact information of person who post the ad.",F
"while the normal user and service provider loggedin, The system shall provide normal user and service provider an interface where they can see their message history.",F
