text,label_binary,sub_NFR,source
"The system shall allow the users (Tour Planner, Tourists) to Comment on the Posts available in the Trip Feed.",FR,F,EARS
"while the users (Tourist, Tour Planner) loggedin The system shall allow the users (Tour Planner, Tourists) to edit the post on the Trip Feed.",FR,F,EARS
"while the users (Tourist, Tour Planner) loggedin The system shall allow the users (Tour Planner, Tourists) to edit the post’s Description, Post Images according to their choices.",FR,F,EARS
"while the users (Tourist, Tour Planner) loggedin The system shall allow the users (Tour Planner, Tourists) to delete their post on the Trip Feed.",FR,F,EARS
"while the users (Tourist, Tour Planner) loggedin The system shall allow the users (Tour Planner, Tourists) to add comments on the Trip Feed’s Post.",FR,F,EARS
"The system shall allow the users (Tour Planner, Tourists) to view other user’s comments on the Trip Feed’s Posts.",FR,F,EARS
"while the users (Tourist, Tour Planner) loggedin The system shall allow the users (Tourist, Tour Planner) to Switch Dashboards.",FR,F,EARS
The system shall allow the users to click on Switch Dashboard button to Switch Dashboards.,FR,F,EARS
The System shall toggle Tourist and Tour Planner Dashboards.,FR,F,EARS
"The system shall allow the users (Tourist, Tour Planner) to navigate to the AR (Augmented Reality) Camera.",FR,F,EARS
The system shall enable user to login into his/her account,FR,F,EARS
while the user loggedin The system shall enable user to scroll through various updates about FYP Deadlines and Information.,FR,F,EARS
while the user loggedin The system shall enable user to access the list of all the ideas that are floated by the supervisors,FR,F,EARS
while the user loggedin The system shall enable user to click to the help option to get a l0ink to the user manual for guidance.,FR,F,EARS
"while the student loggedin The system shall enable a student with the option to submit their reports, proposals if they are logged in and are registered with any project.",FR,F,EARS
while the supervisor loggedin The system shall enable supervisor to upload grades of the Students after logging in.,FR,F,EARS
while the student loggedin The system shall enable students to add their group members after logging in.,FR,F,EARS
The system shall enable admin to jump to add new user by either uploading excel file or by filling the form manually.,FR,F,EARS
The system shall enable user to login (if registered) by providing the username and password,FR,F,EARS
"If user has forgotten his/her password, then the system shall enable user to jump to forgot password page.",FR,F,EARS
"The system shall enable admin to add students, faculty members and other admins manually or by uploading an excel sheet",FR,F,EARS
The system shall redirect to the Homepage on confirmation.,FR,F,EARS
while the student loggedin The system shall enable student to update his/her personal information,FR,F,EARS
while the student loggedin The system shall enable student to get logout.,FR,F,EARS
while the supervisor loggedin The system shall enable supervisor to update his/her personal information,FR,F,EARS
while the supervisor loggedinThe system shall enable supervisor to get logout.,FR,F,EARS
while the member loggedin The system shall enable member to update his/her personal information,FR,F,EARS
while the member loggedin The system shall enable member to get logout.,FR,F,EARS
while the student loggedin The system shall enable student to add his/her personal idea as a project and can get registered with any of the faculty member upon request.,FR,F,EARS
while the student loggedinThe system shall enable student to add group members as well upon request.,FR,F,EARS
while the student loggedinThe system shall enable student to view the project details of the project whom request is sent by the student.,FR,F,EARS
while the student loggedinThe system shall enable student to then accept or reject the request.,FR,F,EARS
while the supervisor loggedin The system shall enable Supervisor/Co-Supervisor to view the project details of the project whom request is sent by the supervisee.,FR,F,EARS
while the supervisor loggedinThe system shall enable Supervisor/Co-Supervisor to Supervisor/Co-Supervisor can then accept or reject the request.,FR,F,EARS
while the supervisor/co-supervisor loggedinThe system shall enable Supervisor/Co-Supervisor to Supervisor /Co-supervisor can view the project details along with the proposal of the project under his/her supervision,FR,F,EARS
"while the supervisor/co-supervisor loggedinThe system shall enable Supervisor/Co-Supervisor to Supervisor can then accept, reject or postpone the proposal.",FR,F,EARS
The system shall enable Committee to view the list of the proposals that has been accepted by the supervisor and co-supervisors.,FR,F,EARS
The system shall enable Supervisor to assign the proposal to some faculty member for evaluation.,FR,F,EARS
The system shall enable Evaluator to view proposals that has been assigned by the committee.,FR,F,EARS
"The system shall enable Evaluator to evaluate the proposal to and can accept, reject or postpone the Proposal and can also send remarks to the committee.",FR,F,EARS
while the admin loggedin The system shall enable admin to add Students by either filling add student form individually for each student or by uploading an excel sheet.,FR,F,EARS
"while the admin loggedinThe system shall enable admin to also add Faculty Members, Committee Members as well as other admins.",FR,F,EARS
while the admin loggedinThe system shall enable admin to also handle exceptional cases.,FR,F,EARS
The system shall enable Committee Members to perform Scheduling of FYP (Final Year Project) Presentations.,FR,F,EARS
The system shall provide an access or an interface to admin for register or authenticate users.,FR,F,EARS
while the admin loggedinThe system shall provide an authority to admin to activate/deactivate users account.,FR,F,EARS
while the admin loggedinThe system shall provide an interface to admin to view or validate courses and gigs posted by the tutors,FR,F,EARS
while the admin loggedinThe system shall provide an interface to both users to contact admin about their queries.,FR,F,EARS
"while the admin loggedinThe system shall provide an interface to admin to view list of posted course and gigs to give him access to suspend or rank tutors, gigs and courses.",FR,F,EARS
while the admin loggedin The system shall provide an interface to admin to add/delete/update content of application. i.e. add category ,FR,F,EARS
"The system shall have an interface of login/logout, signup and forgot password for users.",FR,F,EARS
while the learner loggedin The system shall provide an interface to Learners where they can enroll in the courses,FR,F,EARS
while the learner loggedinThe system shall provide an interface to learners to post requests to tutors.,FR,F,EARS
"while the learner loggedin The system shall provide an access or interface to learner to search for tutors, gigs and courses.",FR,F,EARS
"while the learner loggedin,The system shall enable a learner to view the tutors’ profile, their gigs and courses.",FR,F,EARS
while the learner loggedin The system shall enable a learner to view the reviews and ratings of tutors.,FR,F,EARS
while the learner loggedin The system shall provide a chat interface to learners to communicate with tutors.,FR,F,EARS
while the learner loggedin The application shall provide an authority to learners to add payment method to pay online.,FR,F,EARS
The system shall provide an interface to ask question to tutors.,FR,F,EARS
"while the tutor loggedin,The system shall provide an interface to Tutor to post courses and gigs.",FR,F,EARS
"while the tutor loggedin,The system shall provide an access to Tutor to view/update/delete/ the course and gigs.",FR,F,EARS
"while the tutor loggedin,The system shall enable Tutors to send custom offers of their service to users.",FR,F,EARS
"while the tutor loggedin,The system shall provide an authority to Tutors to add payment method to receive payments online.",FR,F,EARS
"while the tutor loggedin,The system shall provide an interface to Tutors to see details of enrolled learners in a course. ",FR,F,EARS
"while the tutor loggedin,The system shall provide an interface to Tutors where they can provide course material to learners.",FR,F,EARS
"while the tutor loggedin,The system shall provide an interface to see requests from learners.",FR,F,EARS
"while the tutor loggedin,The system shall provide an interface to see questions from learners",FR,F,EARS
"while the tutor loggedin,The system shall provide a chat interface to Tutors user to communicate with learners.",FR,F,EARS
The system shall allow the administrator and faculty member to enter his/her email Address and password on the login screen to give him/her access to use the system services.,FR,F,EARS
"If Email Address or Password are not entered correctly, then the system shall display an “Incorrect Email Address or Password” error message.",FR,F,EARS
The system shall allow the administrator and faculty member to login by clicking on “Login” Button.,FR,F,EARS
"If multiple administrators and new administrator doesn’t have an account, then the system shall allow the administrator to create an account.",FR,F,EARS
The system shall allow only allow the administrator to create new account.,FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add department.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to save department name.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add department by clicking on “Add” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to view the department list.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select department from department list which he/she wants to edit.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to modify department name",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to modify department details by clicking on “Update” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to view department list.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select department from dropdown list of department which he/she wants to delete.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to delete department by clicking on “Delete” button.",FR,F,EARS
"When the administrator confirm, then the system shall display confirmation message to delete the department and delete it.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add program.",FR,F,EARS
"while the administrator loggedin,",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add program by clicking on “Add” button.",FR,F,EARS
The system shall allow the administrator to view the program list.,FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select program from program list which he/she wants to edit.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to modify program code, program name and department name.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to modify program details by clicking on “Update” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to view program list.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select program from dropdown list of programs which he/she wants to delete.",FR,F,EARS
The system shall allow the administrator to delete program by clicking on “Delete” button.,FR,F,EARS
"When the administrator confirm, then the system shall display confirmation message to delete the program and delete it.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add course.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to save course code, course title, course credit hours and program name to which this course belongs.",FR,F,EARS
"while the administrator loggedin,The system shall not allow the administrator to add same course details (code, title, program name) to database.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add course by clicking on “Add” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to view course list.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select course from dropdown list of courses which he/she wants to edit.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to modify course code, course title, course credit hours and program name.",FR,F,EARS
"while the administrator loggedin,The system shall not allow the administrator to have same course details (code, name, credit hours) that is already exists in database.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to modify course details by clicking on “Update” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to delete course by clicking on “Delete Course” button.",FR,F,EARS
"When the administrator confirm, then the system shall display confirmation message to delete the course and delete it.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add student.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to save student name, student registration number.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add student by clicking on “Add” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to view the student list.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select student from student list which he/she wants to edit.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to modify student name and student registration number",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to modify student details by clicking on “Update” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to view student list.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select student from dropdown list of students which he/she wants to delete.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to delete student by clicking on “Delete” button.",FR,F,EARS
"When the administrator confirm, then the system shall display confirmation message to delete the student and delete it.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to assign course to faculty member.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select program from dropdown list of programs.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select course from dropdown list of courses.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select faculty member from dropdown list of faculty members.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select section from dropdown list of sections.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add course name, section name, faculty name.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to assign course to faculty member by clicking on “Assign Course” button.",FR,F,EARS
"while the administrator loggedin,The system shall not allow the administrator to assign same course to many faculty members.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to view assign course list.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select assign course from list that he/she wants to edit.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to modify course name, section name, faculty name.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to modify assign course to faculty by clicking on “Update” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select assign course from list that he/she wants to delete.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to delete assign course by clicking on “Delete” button.",FR,F,EARS
"When the administrator confirm, then the system shall display confirmation message to delete the assign course and delete it.",FR,F,EARS
"while the faculty member loggedin,The system shall allow the faculty member to select the course from the dropdown menu of courses.",FR,F,EARS
"where theory,lab available The system shall allow the faculty member to select the class type ",FR,F,EARS
"where Assignment, quiz, sessional I, sessional II and terminal  are available The system shall allow the faculty member to select the assessment type from the dropdown menu.",FR,F,EARS
"while the faculty member loggedin,The system shall allow the faculty member to enter assessment name",FR,F,EARS
"while the faculty member loggedin,The system shall allow the faculty member to add questions according to his/her requirement in given assignment and select CLO and total marks for each question.",FR,F,EARS
"while the faculty member loggedin,The system shall allow the faculty member to delete questions according to his/her needs.",FR,F,EARS
"while the faculty member loggedin,The System shall allow the faculty member to enter obtained marks for each student.",FR,F,EARS
"while the faculty memberloggedin,The system shall not allow the faculty member to enter obtained marks greater than total marks of a question.",FR,F,EARS
"while the faculty memberloggedin,The system shall allow the faculty member to add assessment by clicking on “Add” button.",FR,F,EARS
"while the faculty member loggedin,The system shall allow the faculty member to select the assessment from assessment list of a course.",FR,F,EARS
"while the faculty member loggedin,The system shall allow the faculty member to select assessment that he/she wants to edit.",FR,F,EARS
"while the faculty member loggedin,The system shall allow the faculty member to modify class type, assessment type and assessment name.",FR,F,EARS
"while the faculty member loggedin,The system shall allow the faculty member to add/delete questions in given assessment according to his/her needs and select CLO for each question and total marks for each question.",FR,F,EARS
"while the faculty member loggedin,The System shall allow the faculty member to modify obtained marks for each student question wise.",FR,F,EARS
"while the faculty member loggedin,The system shall not allow the faculty member to enter obtained marks greater than total marks of a question.",FR,F,EARS
"while the faculty member loggedin,The system shall allow the faculty member to modify assessment by clicking on “Update” button.",FR,F,EARS
"while the faculty member loggedin,The system shall allow the faculty member to select assessment that he/she wants to delete.",FR,F,EARS
"while the faculty member loggedin,The system shall allow the faculty member to delete assessment by clicking on “Delete” button.",FR,F,EARS
"When the administrator confirm, then the system shall display confirmation message to delete the assessment and delete it.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add university objectives.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add objective code and its description.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add university objective by clicking on “Add” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to view the university objective list.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select objective which he/she wants to edit.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to modify objective code and description.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to modify university objective details by clicking on “Update” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to view university objective list.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select objective which he/she wants to delete.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to delete objective by clicking on “Delete” button.",FR,F,EARS
"When the administrator confirm, then the system shall display confirmation message to delete the objective and delete it.",FR,F,EARS
"while the administrator loggedin,The system shall provide an interface that allow the Administrator to add program objective.",FR,F,EARS
"while the administrator loggedin,The system shall allow the Administrator to select the program from the dropdown for which he/she wants to add the objective.",FR,F,EARS
"while the administrator loggedin,The system shall allow the Administrator to add Objective Code.",FR,F,EARS
The system shall allow the Administrator to add Objective Description.,FR,F,EARS
"while the administrator loggedin,The system shall allow the Administrator to add program objective by clicking on “Add” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the Administrator to view the program objective list.",FR,F,EARS
"while the administrator loggedin,The system shall provide an interface that allow the Administrator to select the program from the dropdown to show the list of objectives of that selected program which he/she wants to edit.",FR,F,EARS
"while the administrator loggedin,The system shall allow the Administrator to modify Objective Code.",FR,F,EARS
"while the administrator loggedin,The system shall allow the Administrator to modify Objective Description.",FR,F,EARS
"while the administrator loggedin,The system shall allow the Administrator to modify program objective details by clicking on “Update” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the Administrator to view program objective list.",FR,F,EARS
"while the administrator loggedin,The system shall provide an interface that allow the Administrator to select the program from the dropdown to show the list of objectives of that selected program which he/she wants to delete.",FR,F,EARS
"while the administrator loggedin,The system shall allow the Administrator to delete objective by clicking on “Delete” button.",FR,F,EARS
when objective is deleted The system shall display confirmation message to delete the objective. ,FR,F,EARS
"while faculty loggedin,The system shall provide an interface that allow the Faculty to add course objectives.",FR,F,EARS
"while faculty loggedin,The system shall allow the Faculty to select the course from the dropdown for which he/she wants to add the objective.",FR,F,EARS
"while faculty loggedin,The system shall allow the Faculty to add Objective Code.",FR,F,EARS
"while faculty loggedin,The system shall allow the Faculty to add Objective Description.",FR,F,EARS
"while faculty loggedin,The system shall allow the Faculty to add course objective by clicking on “Add” button.",FR,F,EARS
"while faculty loggedin,The system shall allow the Faculty to view the course objective list.",FR,F,EARS
"while faculty loggedin,The system shall provide an interface that allow the Faculty to select the course from the dropdown to show the list of objectives of that selected course which he/she wants to edit.",FR,F,EARS
"while faculty loggedin,The system shall allow the Faculty to modify Objective Code.",FR,F,EARS
"while faculty loggedin,The system shall allow the Faculty to modify Objective Description.",FR,F,EARS
"while faculty loggedin,The system shall allow the Faculty to modify course objective details by clicking on “Update” button.",FR,F,EARS
"while faculty loggedin,The system shall allow the Faculty to view course objective list.",FR,F,EARS
"while faculty loggedin,The system shall provide an interface that allow the Faculty to select the course from the dropdown to show the list of objectives of that selected course which he/she wants to delete.",FR,F,EARS
"while faculty loggedin,The system shall allow the Faculty to delete objective by clicking on “Delete” button.",FR,F,EARS
when oject is deleted The system shall display confirmation message to delete the objective. If “Yes” then delete the objective.,FR,F,EARS
"while the administrator loggedin,The system shall provide an interface that allow the administrator to Map University Objectives with the Program Objectives.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select the Program from the dropdown menu.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to tick the objectives met.",FR,F,EARS
"while the administrator loggedin,The system shall provide an interface where mapping table will allow the administrator to view the objectives met.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to map the objectives by clicking on “Save” button.",FR,F,EARS
"while faculty loggedin,The system shall provide an interface that allow the faculty to Map Program Objectives with the Course Objectives.",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty to select the Course from the dropdown menu.",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty to tick the objectives met.",FR,F,EARS
"while faculty loggedin,The system shall provide an interface where mapping table will allow the faculty to view the objectives met.",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty to map the objectives by clicking on “Save” button.",FR,F,EARS
"while the administrator loggedin,The system shall provide an interface that allow the administrator to add Section.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add Section Name.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to add Section by clicking on “Add” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to view the section list.",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty member to enter assessment name",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty member to add questions according to his/her requirement in given assignment and select CLO and total marks for each question.",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty member to delete questions according to his/her needs.",FR,F,EARS
"while faculty loggedin,The System shall allow the faculty member to enter obtained marks for each student.",FR,F,EARS
"while faculty loggedin,The system shall not allow the faculty member to enter obtained marks greater than total marks of a question.",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty member to select the assessment from assessment list of a course.",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty member to select assessment that he/she wants to edit.",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty member to modify class type, assessment type and assessment name.",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty member to add/delete questions in given assessment according to his/her needs and select CLO for each question and total marks for each question.",FR,F,EARS
"while faculty loggedin,The System shall allow the faculty member to modify obtained marks for each student question wise.",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty member to modify assessment by clicking on “Update” button.",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty member to select assessment that he/she wants to delete.",FR,F,EARS
"while faculty loggedin,The system shall allow the faculty member to delete assessment by clicking on “Delete” button.",FR,F,EARS
when assessment deletion is confirmed from administrator The system shall display confirmation message to delete the assessment and delete it ,FR,F,EARS
when objective deletion is confirmed from administrator The system shall display confirmation message to delete the objective and delete it ,FR,F,EARS
"while the administrator loggedin,The system shall allow the Administrator to add Objective Description.",FR,F,EARS
"while the administrator loggedin,The system shall provide an interface that allow the administrator to Enroll Student.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to enter Student Registration Number.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select the Course from the dropdown menu.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to select the Section from the dropdown menu.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to enroll student by clicking on “Add” button.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to view enrolled student course list by entering student registration number.",FR,F,EARS
"while the administrator loggedin,The system shall provide an interface that allow the administrator to select the student course which he/she wants to drop.",FR,F,EARS
"while the administrator loggedin,The system shall allow the administrator to drop the student course by clicking on “Drop” button.",FR,F,EARS
when the drop course button is clicked The system shall display confirmation message to drop the student course.,FR,F,EARS
"while the faculty loggedin,The system shall provide an interface that allow the faculty to view student progress in the course.",FR,F,EARS
"while the faculty loggedin,The system shall allow the faculty to select course from the dropdown menu.",FR,F,EARS
"while the faculty loggedin,The system shall allow the faculty to select Student from the dropdown menu.",FR,F,EARS
"while the faculty loggedin,The system shall allow the faculty to select Assessment Type from the dropdown menu",FR,F,EARS
"while the faculty loggedin,The system shall allow the faculty to view student progress by clicking on “Generate Student Report” button.",FR,F,EARS
"where the assignment, quizzes, sessional 1, sessional 2 and terminals reports are available The system shall allow the faculty to view reports on the basis of assessment in these.",FR,F,EARS
"while the faculty loggedin,The system shall provide an interface that allow the faculty to view section progress in the course.",FR,F,EARS
"while the faculty loggedin,The system shall allow the faculty to select Assessment Type from the dropdown menu.",FR,F,EARS
"while the faculty loggedin,The system shall allow the faculty to view section progress by clicking on “Generate Section Report” button.",FR,F,EARS
"while the faculty loggedin,The system shall allow the faculty to view reports on the basis of assessment in assignment, quizzes, sessional and terminals.",FR,F,EARS
"while the student loggedin,The system shall enable student to search project idea.",FR,F,EARS
"while the student loggedin,The system shall enable student to search supervisor.",FR,F,EARS
"while the student loggedin,The system shall enable student to search for specific area/domain.",FR,F,EARS
The system shall enable student to search by keywords,FR,F,EARS
"while the student loggedin,The system shall enable student to upload proposal of their projects.",FR,F,EARS
"while the student loggedin,The system shall enable student to upload report of their projects.",FR,F,EARS
"while the student loggedin,The system shall enable student to upload code of their projects.",FR,F,EARS
"while the student loggedin,The system shall enable student to view the list of projects that supervisors offer",FR,F,EARS
The system shall enable student to login through UNIQUE Id and Password.,FR,F,EARS
"The system shall check the information from DB, when User information exist the login will be successful .",FR,F,EARS
"while the user loggedin,The system shall allow User to click on logout button and logout room system.",FR,F,EARS
"while the student loggedin,The system shall allow Student to view their Grades Of Tasks and Reports",FR,F,EARS
"while the student loggedin,The system shall allow Student to see important notification related to projects.",FR,F,EARS
"while the supervisor loggedin,The system shall allow Supervisor to add task by entering the information (Task name, Task_number, Task_description, Deadline).",FR,F,EARS
"while the supervisor loggedin,The system shall allow Supervisor to see List of group which group submit task on date and after date and also they are not submitted yet.",FR,F,EARS
The system shall allow Supervisor to give the feedback when group submitted task.,FR,F,EARS
"while the supervisor loggedin,The system shall allow Supervisor to give the Grade to task or sub-task to whole group.",FR,F,EARS
"while the supervisor loggedin,The system shall allow Supervisor to click to schedule meeting and add meeting.",FR,F,EARS
"while the supervisor loggedin,The system shall allow Supervisor to Select the Project the can enter date of meeting and submit.",FR,F,EARS
"while the supervisor loggedin,The system shall allow Supervisor to update the Time or Date of meeting and update values.",FR,F,EARS
The system shall allow Supervisor to cancel meeting.,FR,F,EARS
"while the user loggedin,The system shall allow User to add new project ideas by clicking on Add-ideas tab.",FR,F,EARS
"while the user loggedin,The system shall allow User to select the domain from List and enter the (Project name, project domain, project description) and add this idea to System.",FR,F,EARS
"while the user loggedin,The system shall allow User to update the information by entering the information after system check validation the update the project.",FR,F,EARS
"while the user loggedin,while the user loggedin,The system shall allow User to click on Repository Tab for adding new project.",FR,F,EARS
"while the user loggedin,The system shall allow User to enter the information (Project Domain,   Project Name, Project id, Project code file, project documentation file) and press submit.",FR,F,EARS
"while the user loggedin,The system shall show upload button, by clicking the user can select file and press upload button.",FR,F,EARS
"If the file type input type is not valid after checking, then the system shall show error message.",FR,F,EARS
The system shall allow user to login by Entering the Username and password.,FR,F,EARS
"while the faculty member loggedin,The system shall allow Faculty member to add marks.",FR,F,EARS
"while the faculty member loggedin,The system shall allow Faculty to assign grades to students.",FR,F,EARS
The system shall allow Faculty to give feedback.,FR,F,EARS
The system shall allow Evaluator to click on the tab of add Grades.,FR,F,EARS
"while the evaluator loggedin,The system shall allow Evaluator to Update the grades by clicking on Edit button after entering new values press update button.",FR,F,EARS
"while the evaluator loggedin,The system shall allow Evaluator to click on logout button and logout from system.",FR,F,EARS
The system shall allow Evaluator to click on the tab of add Feedback.,FR,F,EARS
"The system shall allow admin to Enter the information (Name, reg_no, Phoneno, Email-address, etc) in form and Submit the Form.",FR,F,EARS
The system shall allow admin to enter the Group-ID and Update/Delete information of existing group.,FR,F,EARS
The system shall allow admin to create a new group of student click on the tab of Create-Group and enter the (Reg_No and Project id) and click on add button.,FR,F,EARS
"if the student already exists in some other group, the system shall show the error message.",FR,F,EARS
"The system shall allow admin to click on this Tab and Set Deadline by Entering the (Subject,Date, Time) and click add button.",FR,F,EARS
"When Admin add new Deadline or Update existing Deadline, the system shall Send the Deadline Notification to All Students and Faculty of this System.",FR,F,EARS
"while the admin loggedin,The system shall allow admin to update the Deadline by clicking the Update button By Entering the new Values and press Update button.",FR,F,EARS
"while the admin loggedin,The system shall allow admin to add Delete or update the Notification, by clicking on Notification Tab.",FR,F,EARS
"while the admin loggedin,The system shall allow admin to add the(Subject of_ Notification, Description)by and click on Add button.",FR,F,EARS
"while the admin loggedin,The system shall allow admin to add /update the roles of Faculty.",FR,F,EARS
"while the admin loggedin,The system shall allow admin to add new Faulty and when he/she does there is also Checklist for Role of that particularFaulty member.",FR,F,EARS
"while the admin loggedin,The system shall allow admin to Update the Roles of Faculty,by searching the Faculty member by Id.",FR,F,EARS
"while the admin loggedin,The system shall allow admin to click on Repository Tab and add/Search Project.",FR,F,EARS
"The system shall check the information from DB if User information exist the login successfully, otherwise it will show error message.",FR,F,EARS
"while the admin loggedin,The system shall allow admin to click on logout button and logout from system.",FR,F,EARS
The system shall receive inputs via thermal camera. The input in this case will be the face of the rider whose image will be captured by the camera. ,FR,F,EARS
The system shall detect the face of the user On the basis of images acquired by the camera.  ,FR,F,EARS
The system shall help administer and operator determine the statistical efficiency using Confusion matrix.,FR,F,EARS
The system shall provide a registration process to user to create an account.,FR,F,EARS
"The system shall enable user to enter name, username, email, contact detail and password.",FR,F,EARS
"The system shall enable user/admin to enter correct email, name, username, contact and password",FR,F,EARS
The system shall verify account for registration via mobile verification code.,FR,F,EARS
The system shall enable the user to login.,FR,F,EARS
The system shall enable user to enter username and password.,FR,F,EARS
The system shall enable user to enter correct username and password.,FR,F,EARS
The system shall verify account for login,FR,F,EARS
"while the user loggedin,The system shall enable user to select the category of brands and restaurants ",FR,F,EARS
"while the user loggedin,The system shall enable user to view the name of the brands",FR,F,EARS
"while the user loggedin,The system shall enable the user to view the Address of brands",FR,F,EARS
"while the user loggedin,The system shall enable user to view location of brand.",FR,F,EARS
"while the user loggedin,The system shall enable user to view timing of brand.",FR,F,EARS
"while the user loggedin,The system shall enable user to view the brands categories.",FR,F,EARS
"while the user loggedin,The system shall enable user to view contact information of Brand.",FR,F,EARS
"while the user loggedin,The system shall enable user to select any brands from the list of brands.",FR,F,EARS
"while the user loggedin,The system shall enable user to view distance in kilometres/meters of brands with in a specific radius.",FR,F,EARS
"while the user loggedin,The system shall enable user to view the name of the restaurants.",FR,F,EARS
"while the user loggedin,The system shall enable the user to view the Address of restaurant.",FR,F,EARS
"while the user loggedin,The system shall enable user to view location of restaurants.",FR,F,EARS
"while the user loggedin,The system shall enable user to view timing of restaurants.",FR,F,EARS
